Musteri_ID,Yas,Aylik_Harcama,Abonelik_Suresi_Ay,Destek_Talebi_Sayisi,Sehir,Uyelik_Tipi,Churn
486,32.0,448.25,32.0,1.0,İstanbul,Premium,0
487,64.0,626.71,11.0,2.0,Bursa,Premium,1
488,32.0,424.2,3.0,3.0,Ankara,Standart,1
489,45.0,480.24,47.0,0.0,Eskişehir,Temel,0
490,22.0,652.67,56.0,1.0,İzmir,,0
491,39.0,,53.0,3.0,Eskişehir,Premium,0
492,56.0,670.43,3.0,2.0,Adana,Standart,0
493,60.0,454.53,21.0,0.0,Adana,Standart,0
494,48.0,530.13,54.0,0.0,İzmir,Standart,0
495,-20.0,356.09,5.0,0.0,Ankara,Premium,0
496,,567.96,16.0,1.0,Eskişehir,Standart,1
497,19.0,318.61,42.0,1.0,İzmir,Premium,0
498,47.0,467.92,28.0,1.0,Adana,Premium,0
499,,492.63,2.0,3.0,İstanbul,Temel,1
500,55.0,579.59,8.0,2.0,Eskişehir,,0
501,41.0,436.04,17.0,2.0,Antalya,Temel,1
502,20.0,676.91,24.0,3.0,Antalya,Temel,0
503,34.0,598.92,23.0,0.0,Antalya,Temel,1
504,,531.74,12.0,1.0,Adana,Standart,0
505,43.0,568.45,33.0,100.0,Antalya,Standart,1
506,53.0,222.27,18.0,1.0,Bursa,Premium,0
507,48.0,471.43,48.0,1.0,İzmir,Temel,1
508,59.0,724.57,27.0,0.0,Adana,Standart,0
509,26.0,358.95,5.0,1.0,Bursa,Standart,1
510,63.0,475.96,3.0,2.0,Adana,Temel,1
511,44.0,429.35,59.0,0.0,Adana,Standart,0
512,41.0,406.14,41.0,2.0,İstanbul,Standart,0
513,19.0,365.21,42.0,,Antalya,Standart,0
514,43.0,,20.0,1.0,Ankara,Temel,0
515,24.0,603.03,39.0,1.0,Adana,Standart,0
516,,228.87,42.0,2.0,,Temel,0
517,46.0,411.32,32.0,1.0,Eskişehir,Temel,0
518,34.0,650.76,34.0,2.0,İstanbul,Premium,0
519,67.0,556.08,33.0,1.0,Adana,Temel,0
520,49.0,552.62,54.0,-1.0,İstanbul,Standart,0
521,59.0,421.91,55.0,0.0,,Temel,0
522,29.0,534.79,28.0,,İzmir,Premium,1
523,40.0,459.9,50.0,2.0,Ankara,Standart,0
524,33.0,701.65,14.0,1.0,İstanbul,Temel,0
525,49.0,656.71,40.0,2.0,İstanbul,Standart,0
526,,479.14,52.0,4.0,Ankara,Temel,0
527,37.0,629.36,22.0,1.0,İstanbul,Premium,0
528,23.0,493.3,39.0,1.0,Eskişehir,Temel,0
529,19.0,400.84,-5.0,0.0,İzmir,Temel,0
530,31.0,370.6,49.0,1.0,İzmir,Standart,0
531,66.0,546.34,2.0,2.0,Eskişehir,Temel,1
532,41.0,641.98,12.0,3.0,Eskişehir,Temel,0
533,,349.08,57.0,1.0,Antalya,Premium,1
534,24.0,462.59,9.0,2.0,Eskişehir,,1
535,23.0,415.56,6.0,1.0,Ankara,,1
536,21.0,503.85,6.0,1.0,Eskişehir,Temel,1
537,59.0,486.69,5.0,2.0,Adana,Temel,0
538,30.0,468.78,31.0,0.0,Bursa,Premium,0
539,44.0,540.08,18.0,3.0,Ankara,Standart,1
540,50.0,527.51,47.0,4.0,Antalya,Temel,1
541,41.0,,36.0,1.0,Bursa,Premium,1
542,28.0,480.41,1.0,3.0,Antalya,Temel,1
543,53.0,555.54,24.0,2.0,Eskişehir,Temel,0
544,58.0,494.5,9.0,3.0,Bursa,Premium,0
545,65.0,470.06,41.0,1.0,Bursa,Standart,1
546,,668.87,15.0,4.0,Eskişehir,Temel,1
547,18.0,602.62,55.0,2.0,İzmir,Standart,1
548,49.0,669.36,8.0,0.0,Adana,,0
549,21.0,560.77,33.0,2.0,Bursa,Standart,0
550,42.0,324.55,33.0,2.0,,Premium,0
551,56.0,500.22,48.0,2.0,Adana,Standart,1
552,47.0,614.83,39.0,1.0,Antalya,Premium,0
553,49.0,252.18,17.0,1.0,,Temel,1
554,42.0,,7.0,1.0,Adana,Standart,0
555,27.0,501.93,19.0,4.0,İzmir,Standart,1
556,49.0,756.14,4.0,2.0,Adana,Premium,0
557,31.0,428.93,19.0,2.0,Bursa,Standart,1
558,53.0,340.48,43.0,1.0,Bursa,Temel,0
559,62.0,501.22,36.0,0.0,Ankara,Standart,0
560,65.0,375.85,31.0,2.0,Ankara,Standart,0
561,130.0,646.49,29.0,,Bursa,Temel,0
562,35.0,,10.0,2.0,Adana,Standart,1
563,68.0,392.57,45.0,2.0,İstanbul,Temel,1
564,40.0,531.72,13.0,50.0,Antalya,Premium,0
565,,661.43,28.0,3.0,Bursa,,1
566,54.0,437.02,5.0,3.0,Ankara,Temel,0
567,40.0,,50.0,2.0,Adana,Temel,0
568,51.0,,19.0,2.0,Bursa,Standart,1
569,69.0,496.59,48.0,2.0,İzmir,Temel,0
570,58.0,323.45,44.0,1.0,Eskişehir,Premium,0
571,56.0,440.24,51.0,,İzmir,Premium,0
572,46.0,533.67,50.0,3.0,İstanbul,Temel,0
573,22.0,500.47,38.0,3.0,Ankara,Temel,0
574,62.0,690.44,42.0,2.0,Eskişehir,,0
575,55.0,556.83,21.0,0.0,Adana,Temel,0
576,,494.02,16.0,3.0,,Temel,0
577,30.0,603.15,33.0,4.0,Bursa,Temel,1
578,44.0,307.52,35.0,3.0,Ankara,Premium,1
579,20.0,582.63,40.0,1.0,Ankara,Temel,1
580,25.0,438.52,20.0,0.0,Bursa,Temel,0
581,55.0,462.83,23.0,3.0,İzmir,Standart,0
582,62.0,526.64,47.0,3.0,İstanbul,Standart,0
583,67.0,50000.0,41.0,0.0,Ankara,Premium,0
584,30.0,808.29,30.0,2.0,Ankara,Temel,0
585,52.0,537.31,37.0,3.0,İstanbul,Standart,1
586,21.0,599.93,26.0,2.0,Adana,Temel,0
587,,453.0,1.0,0.0,İstanbul,Standart,1
588,45.0,652.57,36.0,5.0,Bursa,Temel,1
589,61.0,377.47,32.0,1.0,Bursa,Standart,0
590,25.0,436.9,25.0,2.0,Adana,Temel,0
591,60.0,585.96,42.0,2.0,Bursa,Temel,0
592,20.0,,31.0,4.0,Antalya,Temel,1
593,27.0,559.03,45.0,2.0,,Premium,0
594,23.0,490.41,19.0,1.0,Antalya,Temel,1
595,44.0,526.09,43.0,1.0,Adana,Standart,1
596,20.0,687.44,43.0,1.0,Antalya,Standart,1
597,40.0,477.15,3.0,1.0,İstanbul,Temel,1
598,65.0,756.1,56.0,2.0,İstanbul,Premium,1
599,45.0,661.7,42.0,3.0,Eskişehir,Standart,0
600,64.0,470.19,11.0,4.0,İzmir,Premium,0
601,32.0,358.14,24.0,3.0,Adana,Temel,1
602,28.0,251.21,14.0,2.0,Eskişehir,Standart,0
603,21.0,,27.0,300.0,Eskişehir,Temel,0
604,48.0,215.23,11.0,,,Premium,1
605,54.0,712.74,37.0,3.0,Antalya,Standart,0
606,59.0,463.92,18.0,0.0,Adana,Premium,0
607,36.0,364.7,5.0,150.0,İzmir,Temel,0
608,55.0,481.99,51.0,2.0,Ankara,Temel,0
609,63.0,354.11,37.0,2.0,İzmir,Standart,0
610,36.0,584.38,52.0,4.0,Bursa,Standart,0
611,65.0,451.04,1.0,2.0,İzmir,Standart,0
612,20.0,202.13,4.0,2.0,Ankara,Premium,0
613,51.0,506.3,30.0,2.0,Adana,Standart,0
614,38.0,508.58,3.0,4.0,İstanbul,Temel,0
615,27.0,674.45,31.0,3.0,Bursa,,0
616,41.0,272.55,31.0,6.0,İzmir,Temel,1
617,58.0,532.36,17.0,2.0,,Temel,1
618,31.0,573.1,7.0,1.0,Ankara,Temel,1
619,56.0,,16.0,4.0,Antalya,Standart,0
620,49.0,319.68,37.0,1.0,Adana,Standart,0
621,34.0,460.91,34.0,2.0,Bursa,Temel,0
622,56.0,367.35,53.0,4.0,Ankara,Standart,1
623,41.0,,39.0,2.0,Ankara,Temel,0
624,26.0,317.72,13.0,4.0,Adana,Premium,1
625,32.0,587.18,53.0,0.0,Antalya,Temel,0
626,66.0,384.56,26.0,2.0,,Standart,0
627,37.0,584.6,30.0,0.0,Ankara,Premium,1
628,44.0,678.29,8.0,2.0,Eskişehir,Standart,0
629,59.0,266.01,28.0,4.0,Bursa,Standart,0
630,,589.94,46.0,5.0,İstanbul,,0
631,32.0,596.24,18.0,2.0,İstanbul,,0
632,60.0,470.4,45.0,2.0,Eskişehir,Temel,0
633,62.0,671.6,14.0,5.0,Antalya,Temel,0
634,24.0,394.89,54.0,3.0,Adana,Temel,0
635,47.0,574.48,56.0,0.0,İzmir,Standart,1
636,60.0,563.02,26.0,2.0,Ankara,Temel,1
637,40.0,243.14,25.0,2.0,Bursa,Temel,0
638,21.0,650.97,23.0,2.0,,Standart,0
639,26.0,346.55,5.0,2.0,Eskişehir,,1
640,55.0,,48.0,1.0,Eskişehir,Temel,0
641,65.0,631.99,5.0,0.0,,Temel,0
642,24.0,497.99,54.0,,Eskişehir,Premium,0
643,400.0,528.12,11.0,1.0,Eskişehir,Temel,1
644,23.0,406.63,10.0,6.0,Ankara,Standart,1
645,58.0,360.84,41.0,1.0,Eskişehir,Temel,0
646,42.0,426.5,17.0,2.0,Antalya,Standart,1
647,30.0,,33.0,2.0,İzmir,Standart,0
648,24.0,353.49,43.0,4.0,Bursa,Standart,0
649,23.0,485.84,43.0,3.0,Eskişehir,Premium,0
650,36.0,546.6,51.0,3.0,Bursa,Temel,0
651,26.0,567.95,25.0,2.0,İstanbul,Premium,0
652,61.0,351.85,58.0,1.0,Eskişehir,Temel,1
653,63.0,713.21,36.0,0.0,Ankara,Standart,0
654,46.0,325.84,47.0,2.0,Ankara,Premium,0
655,65.0,471.27,28.0,2.0,Eskişehir,Temel,0
656,39.0,456.28,24.0,1.0,Adana,Premium,0
657,60.0,748.89,5.0,2.0,İzmir,Standart,0
658,62.0,552.02,12.0,1.0,İstanbul,Standart,1
659,57.0,,27.0,4.0,Antalya,Standart,0
660,56.0,385.07,49.0,2.0,İstanbul,Temel,0
661,59.0,341.89,55.0,4.0,Adana,Premium,1
662,,658.98,35.0,1.0,Bursa,Temel,0
663,34.0,704.27,50.0,2.0,,Temel,1
664,47.0,407.7,29.0,1.0,Ankara,,1
665,34.0,259.72,18.0,3.0,Ankara,Premium,0
666,55.0,619.85,33.0,2.0,Eskişehir,Standart,0
667,57.0,361.14,5.0,1.0,İzmir,Temel,0
668,59.0,-250.0,18.0,3.0,Antalya,Temel,1
669,58.0,643.31,27.0,4.0,İzmir,Premium,1
670,26.0,402.23,15.0,0.0,Adana,Premium,0
671,26.0,191.41,11.0,2.0,Ankara,Premium,0
672,40.0,423.34,25.0,5.0,Antalya,Temel,0
673,69.0,325.84,19.0,4.0,Ankara,Premium,1
674,63.0,517.25,16.0,0.0,Bursa,Standart,0
675,60.0,223.31,27.0,5.0,Eskişehir,Standart,0
676,56.0,,4.0,2.0,Ankara,Standart,0
677,56.0,399.66,18.0,5.0,Bursa,Temel,1
678,,498.27,21.0,1.0,Eskişehir,Premium,0
679,34.0,635.73,4.0,3.0,Antalya,Temel,1
680,35.0,550.81,45.0,6.0,Adana,Premium,0
681,40.0,787.61,54.0,2.0,Antalya,Temel,1
682,33.0,541.16,28.0,4.0,Ankara,Standart,1
683,36.0,387.34,50.0,2.0,Antalya,Temel,0
684,55.0,484.57,17.0,1.0,İstanbul,Premium,0
685,66.0,473.81,47.0,1.0,Adana,Temel,0
686,20.0,379.21,10.0,3.0,Eskişehir,Standart,1
687,20.0,,27.0,3.0,İzmir,Temel,0
688,49.0,548.33,40.0,0.0,Ankara,Temel,0
689,68.0,587.54,32.0,1.0,,Temel,0
690,32.0,363.58,33.0,1.0,Eskişehir,Standart,0
691,24.0,804.82,2.0,4.0,Bursa,Standart,1
692,,435.04,18.0,0.0,İstanbul,Standart,0
693,23.0,447.91,23.0,3.0,İstanbul,Temel,0
694,52.0,-100.0,24.0,-10.0,İzmir,Premium,0
695,49.0,481.7,52.0,0.0,Ankara,Temel,0
696,22.0,396.69,23.0,1.0,Eskişehir,Standart,1
697,24.0,282.19,24.0,0.0,İzmir,Premium,0
698,38.0,639.64,18.0,0.0,İzmir,Temel,0
699,36.0,328.7,26.0,0.0,Bursa,Premium,1
700,20.0,623.12,27.0,1.0,İstanbul,Standart,0
701,41.0,464.2,43.0,3.0,Antalya,Temel,0
702,41.0,774.29,40.0,4.0,Bursa,Temel,0
703,63.0,230.7,1.0,4.0,Ankara,Standart,1
704,55.0,425.44,51.0,2.0,Adana,Temel,0
705,18.0,603.34,57.0,2.0,İzmir,Standart,0
706,24.0,283.16,12.0,,Adana,Temel,1
707,57.0,603.93,17.0,0.0,Eskişehir,Temel,0
708,47.0,293.49,11.0,2.0,Eskişehir,Premium,1
709,51.0,783.23,58.0,1.0,Ankara,Temel,0
710,69.0,693.54,3.0,0.0,Bursa,Temel,0
711,36.0,590.1,30.0,1.0,Antalya,Premium,0
712,18.0,581.01,28.0,2.0,Antalya,Temel,0
713,19.0,,46.0,5.0,Adana,Temel,0
714,28.0,612.85,42.0,3.0,İstanbul,Temel,0
715,40.0,272.65,3.0,1.0,,Standart,0
716,20.0,594.69,27.0,2.0,Antalya,Premium,0
717,56.0,392.98,56.0,1.0,Bursa,,0
718,30.0,560.5,37.0,0.0,Eskişehir,,0
719,51.0,797.87,45.0,0.0,Ankara,Temel,0
720,33.0,698.74,50.0,1.0,İstanbul,Temel,0
721,60.0,430.8,11.0,2.0,Bursa,Standart,0
722,25.0,249.76,51.0,2.0,Antalya,Standart,1
723,19.0,511.95,23.0,3.0,Ankara,Premium,0
724,68.0,314.1,41.0,0.0,Ankara,Standart,1
725,63.0,200000.0,20.0,,Antalya,Premium,1
726,22.0,349.8,22.0,1.0,Bursa,Temel,0
727,60.0,603.85,17.0,1.0,İstanbul,Premium,0
728,,869.38,21.0,2.0,Bursa,Temel,1
729,19.0,371.97,35.0,0.0,Ankara,Standart,0
730,23.0,647.44,3.0,1.0,Ankara,Temel,1
731,21.0,144.59,43.0,0.0,Eskişehir,Premium,0
732,46.0,562.79,21.0,1.0,İstanbul,Premium,1
733,68.0,122.35,17.0,2.0,İstanbul,Standart,1
734,1000.0,829.97,56.0,2.0,İstanbul,Premium,0
735,45.0,452.72,47.0,1.0,Bursa,Temel,0
736,69.0,512.89,42.0,2.0,İzmir,Standart,1
737,32.0,,27.0,1.0,Eskişehir,Temel,1
738,30.0,436.18,45.0,2.0,İzmir,Premium,0
739,22.0,410.21,3.0,2.0,Ankara,Premium,1
740,41.0,80.92,4.0,1.0,,Premium,0
741,31.0,293.91,23.0,2.0,Ankara,Temel,1
742,36.0,660.77,21.0,450.0,İstanbul,Premium,0
743,54.0,807.9,4.0,2.0,Eskişehir,Premium,1
744,22.0,318.63,41.0,2.0,İzmir,Temel,0
745,43.0,424.61,27.0,4.0,Antalya,,1
746,40.0,736.62,8.0,5.0,Antalya,,1
747,58.0,325.45,45.0,3.0,İstanbul,Standart,1
748,25.0,299.52,33.0,3.0,Ankara,Temel,1
749,,575.57,29.0,4.0,Antalya,Premium,0
750,20.0,658.41,18.0,1.0,Adana,Standart,0
751,150.0,542.57,9.0,,Eskişehir,Temel,0
752,37.0,222.36,19.0,4.0,Bursa,Temel,0
753,22.0,493.51,50.0,2.0,Eskişehir,Premium,0
754,61.0,502.74,39.0,4.0,,Standart,1
755,66.0,578.21,38.0,5.0,Antalya,Standart,1
756,43.0,496.22,8.0,0.0,Adana,Temel,1
757,34.0,,39.0,1.0,İzmir,Premium,0
758,19.0,394.7,10.0,1.0,Ankara,Standart,1
759,69.0,,15.0,2.0,Adana,Standart,1
760,20.0,588.75,55.0,4.0,Antalya,Temel,0
761,27.0,535.01,20.0,1.0,İzmir,Premium,1
762,55.0,556.2,1.0,1.0,Ankara,Standart,0
763,19.0,329.92,55.0,1.0,İzmir,Standart,0
764,42.0,311.97,6.0,0.0,İstanbul,Premium,0
765,,307.63,25.0,4.0,Ankara,Premium,0
766,35.0,605.06,23.0,2.0,Eskişehir,Temel,0
767,66.0,446.42,37.0,1.0,Antalya,Premium,0
768,39.0,401.81,53.0,0.0,Eskişehir,Standart,0
769,51.0,664.62,40.0,1.0,Antalya,Temel,0
770,59.0,494.97,34.0,0.0,İzmir,Temel,0
771,62.0,623.05,44.0,3.0,Bursa,Temel,0
772,,602.55,15.0,3.0,Adana,Standart,0
773,56.0,334.38,44.0,1.0,Bursa,Temel,0
774,-2.0,735.04,48.0,4.0,,Temel,0
775,50.0,428.98,17.0,2.0,,Premium,0
776,23.0,549.06,13.0,1.0,Adana,Standart,0
777,30.0,666.02,21.0,5.0,İzmir,Standart,0
778,37.0,376.45,19.0,4.0,Ankara,Premium,0
779,51.0,457.7,40.0,0.0,İzmir,Temel,0
780,30.0,545.2,5.0,1.0,,Premium,1
781,66.0,730.65,58.0,4.0,Adana,Standart,0
782,59.0,284.7,19.0,2.0,İzmir,Temel,1
783,39.0,317.5,12.0,0.0,Ankara,Temel,0
784,38.0,431.12,25.0,1.0,Antalya,,0
785,31.0,606.14,3.0,2.0,İstanbul,Standart,0
786,53.0,733.21,6.0,0.0,Eskişehir,Temel,0
787,22.0,,12.0,,İstanbul,Standart,1
788,37.0,540.07,42.0,3.0,İstanbul,Temel,1
789,59.0,,44.0,0.0,İzmir,Temel,0
790,57.0,442.01,53.0,3.0,Adana,,0
791,29.0,518.74,45.0,1.0,Bursa,Premium,0
792,64.0,611.79,57.0,2.0,Ankara,Temel,0
793,57.0,,37.0,0.0,İzmir,Temel,0
794,46.0,486.69,21.0,0.0,Eskişehir,Temel,0
795,52.0,517.22,34.0,1.0,İzmir,Premium,0
796,67.0,,5.0,1.0,İzmir,Standart,1
797,,505.36,16.0,2.0,Antalya,Standart,1
798,68.0,,58.0,2.0,Eskişehir,Temel,0
799,29.0,592.84,47.0,1.0,Adana,,0
800,64.0,410.93,21.0,1.0,Eskişehir,Temel,0
801,29.0,345.34,22.0,4.0,Ankara,Temel,0
802,37.0,390.74,23.0,0.0,Eskişehir,Temel,0
803,43.0,595.51,49.0,3.0,Adana,Temel,0
804,,503.79,54.0,5.0,Eskişehir,Standart,0
805,58.0,385.35,33.0,3.0,Antalya,Standart,1
806,55.0,626.62,34.0,3.0,Adana,Temel,0
807,45.0,477.31,19.0,2.0,İstanbul,Standart,0
808,48.0,268.94,40.0,2.0,Eskişehir,Temel,0
809,46.0,412.06,19.0,2.0,İstanbul,Temel,0
810,,731.46,47.0,2.0,,Standart,1
811,40.0,556.6,22.0,3.0,İzmir,Standart,0
812,28.0,584.14,23.0,2.0,Eskişehir,Standart,1
813,35.0,490.27,21.0,2.0,Ankara,Standart,1
814,23.0,,51.0,4.0,Antalya,Temel,0
815,,718.08,42.0,1.0,İzmir,Premium,1
816,22.0,382.52,11.0,2.0,Bursa,Premium,0
817,23.0,656.44,8.0,0.0,Antalya,,0
818,67.0,571.08,33.0,,Adana,Temel,0
819,47.0,453.26,26.0,5.0,Eskişehir,Temel,1
820,59.0,,41.0,3.0,Ankara,,0
821,56.0,413.31,10.0,0.0,Adana,Temel,0
822,40.0,559.35,11.0,1.0,Ankara,Temel,0
823,63.0,615.4,19.0,2.0,Antalya,Standart,1
824,64.0,,42.0,3.0,Ankara,Temel,0
825,28.0,505.83,46.0,0.0,İstanbul,Standart,0
826,19.0,541.46,25.0,0.0,İzmir,Standart,0
827,31.0,450.32,31.0,4.0,Eskişehir,Premium,1
828,26.0,397.8,18.0,0.0,Antalya,Standart,0
829,44.0,568.78,31.0,4.0,Ankara,Temel,1
830,34.0,377.19,54.0,3.0,İstanbul,Temel,0
831,18.0,182.02,12.0,1.0,İstanbul,Premium,0
832,35.0,614.67,31.0,1.0,,Temel,0
833,38.0,472.75,28.0,2.0,Ankara,Standart,1
834,20.0,531.28,38.0,2.0,Adana,Standart,0
835,38.0,288.99,21.0,3.0,Eskişehir,Temel,1
836,56.0,483.01,15.0,1.0,İzmir,Standart,0
837,48.0,243.06,4.0,4.0,Antalya,Temel,1
838,67.0,474.69,1.0,3.0,Adana,Temel,1
839,44.0,489.56,39.0,3.0,Bursa,,0
840,69.0,557.82,3.0,0.0,İzmir,Standart,1
841,42.0,409.13,22.0,0.0,Bursa,Premium,1
842,39.0,503.28,30.0,2.0,Eskişehir,Standart,1
843,56.0,418.29,11.0,2.0,Ankara,Standart,0
844,28.0,464.51,9.0,1.0,İzmir,Premium,0
845,50.0,319.45,52.0,1.0,İstanbul,Standart,1
846,37.0,680.39,48.0,2.0,Adana,Premium,0
847,31.0,528.53,40.0,0.0,Adana,Temel,0
848,23.0,476.87,15.0,0.0,Antalya,Premium,1
849,24.0,350.54,35.0,1.0,Antalya,Temel,1
850,45.0,659.6,3.0,6.0,Adana,Standart,1
851,46.0,595.66,12.0,3.0,Bursa,Temel,1
852,24.0,600.14,22.0,1.0,Antalya,Temel,0
853,59.0,408.75,25.0,3.0,Adana,Standart,0
854,51.0,,47.0,0.0,Bursa,Temel,0
855,25.0,438.92,7.0,0.0,İzmir,Standart,0
856,41.0,767.51,34.0,1.0,Eskişehir,Temel,0
857,44.0,85.84,43.0,3.0,İzmir,Temel,0
858,32.0,299.39,44.0,2.0,Eskişehir,Standart,0
859,39.0,560.92,31.0,1.0,Eskişehir,,0
860,57.0,517.51,2.0,1.0,İstanbul,Temel,0
861,,617.64,20.0,3.0,Antalya,Temel,0
862,18.0,423.88,51.0,2.0,Ankara,Premium,0
863,,210.08,19.0,7.0,İzmir,Temel,1
864,69.0,515.81,32.0,1.0,Eskişehir,Temel,0
865,20.0,436.21,11.0,2.0,Antalya,,0
866,40.0,327.76,35.0,2.0,Adana,Standart,1
867,37.0,524.24,11.0,1.0,Ankara,Standart,0
868,57.0,696.17,12.0,2.0,Bursa,Standart,1
869,31.0,,1.0,1.0,Antalya,Temel,0
870,23.0,181.94,6.0,1.0,,Temel,0
871,62.0,359.29,33.0,4.0,Bursa,Temel,0
872,33.0,304.97,45.0,3.0,Antalya,Standart,1
873,,556.42,47.0,5.0,Ankara,Temel,0
874,24.0,564.3,25.0,2.0,İzmir,Standart,0
875,54.0,264.95,34.0,4.0,İzmir,Temel,1
876,30.0,356.18,23.0,1.0,Antalya,Temel,0
877,31.0,533.49,25.0,1.0,İzmir,Temel,1
878,47.0,483.93,57.0,2.0,Eskişehir,Temel,1
879,39.0,482.03,54.0,3.0,Antalya,Premium,0
880,64.0,591.52,53.0,2.0,Ankara,Premium,0
881,61.0,501.3,27.0,0.0,İzmir,Premium,0
882,46.0,436.51,41.0,,Ankara,Standart,0
883,38.0,403.96,46.0,2.0,Antalya,Temel,0
884,24.0,493.77,9.0,1.0,Adana,Temel,0
885,32.0,542.8,29.0,0.0,İstanbul,Standart,0
886,37.0,,7.0,-2.0,Bursa,Premium,1
887,33.0,577.45,3.0,6.0,İzmir,Premium,1
888,61.0,685.44,26.0,2.0,Eskişehir,Temel,0
889,,540.5,17.0,1.0,Eskişehir,Temel,1
890,51.0,444.44,25.0,2.0,İzmir,Standart,0
891,29.0,466.04,59.0,0.0,Adana,,0
892,58.0,518.78,4.0,2.0,Eskişehir,Temel,0
893,62.0,503.47,32.0,2.0,Bursa,Premium,0
894,,322.92,25.0,1.0,Eskişehir,Premium,0
895,65.0,690.6,18.0,3.0,Antalya,Standart,0
896,47.0,621.99,12.0,5.0,Adana,Standart,1
897,21.0,690.82,20.0,5.0,Bursa,Premium,1
898,,457.55,39.0,2.0,İzmir,Temel,1
899,64.0,422.85,30.0,2.0,Bursa,Temel,0
900,31.0,486.05,42.0,3.0,Antalya,Temel,1
901,56.0,568.2,43.0,1.0,Adana,Temel,0
902,21.0,630.99,22.0,1.0,Antalya,,1
903,,466.94,38.0,3.0,Antalya,Temel,0
904,50.0,366.57,54.0,1.0,Ankara,Temel,0
905,64.0,543.8,14.0,1.0,İzmir,Premium,1
906,26.0,642.17,27.0,1.0,Bursa,Temel,0
907,27.0,354.16,36.0,1.0,İstanbul,Standart,0
908,31.0,443.88,58.0,1.0,İstanbul,Standart,0
909,69.0,347.18,21.0,1.0,Ankara,Premium,0
910,33.0,528.96,55.0,2.0,İstanbul,Standart,0
911,,420.1,15.0,0.0,Adana,,0
912,,541.9,24.0,3.0,İstanbul,Premium,1
913,65.0,497.36,51.0,2.0,İstanbul,Standart,1
914,47.0,491.71,46.0,2.0,İstanbul,,1
915,33.0,557.37,24.0,3.0,Ankara,,0
916,43.0,392.79,46.0,1.0,Eskişehir,Temel,0
917,54.0,264.22,56.0,1.0,İstanbul,Standart,0
918,61.0,612.8,27.0,2.0,İzmir,Standart,1
919,64.0,613.54,40.0,2.0,Ankara,Temel,0
920,48.0,323.34,25.0,2.0,Antalya,Temel,0
921,22.0,574.82,48.0,0.0,İzmir,Premium,0
922,68.0,,41.0,,Adana,Temel,0
923,62.0,579.7,17.0,1.0,Eskişehir,Temel,0
924,23.0,505.36,35.0,3.0,İzmir,Premium,0
925,59.0,,42.0,3.0,Bursa,Standart,1
926,59.0,808.08,43.0,2.0,İstanbul,Premium,0
927,32.0,,32.0,1.0,Ankara,Standart,1
928,65.0,654.59,54.0,2.0,İzmir,Temel,0
929,21.0,616.38,12.0,2.0,Antalya,Standart,1
930,69.0,617.12,5.0,2.0,İzmir,Premium,0
931,18.0,419.67,29.0,1.0,İzmir,Standart,0
932,41.0,509.06,5.0,2.0,İzmir,Premium,1
933,34.0,441.54,54.0,1.0,Eskişehir,Temel,0
934,60.0,780.92,8.0,1.0,Bursa,Standart,0
935,38.0,511.07,13.0,2.0,Bursa,Temel,1
936,42.0,,52.0,1.0,Bursa,Temel,0
937,58.0,388.8,44.0,5.0,Eskişehir,Temel,1
938,43.0,,9.0,1.0,Eskişehir,,1
939,58.0,717.58,58.0,2.0,Bursa,Standart,0
940,66.0,565.3,7.0,120.0,İstanbul,Temel,0
941,28.0,735.27,11.0,3.0,Antalya,Standart,0
942,32.0,591.84,23.0,3.0,Ankara,Standart,0
943,64.0,100000.0,57.0,1.0,İstanbul,Temel,0
944,51.0,485.0,38.0,1.0,Antalya,Standart,0
945,,515.84,20.0,3.0,Antalya,Standart,0
946,26.0,657.77,19.0,3.0,,Standart,1
947,32.0,699.37,6.0,0.0,Bursa,Premium,1
948,55.0,428.41,36.0,6.0,Ankara,Temel,1
949,46.0,,43.0,0.0,Eskişehir,Standart,0
950,34.0,75000.0,21.0,4.0,Adana,Standart,0
951,35.0,635.27,4.0,2.0,İstanbul,Standart,1
952,45.0,573.4,1.0,2.0,Bursa,Standart,0
953,,553.6,33.0,2.0,Bursa,Temel,1
954,32.0,99.52,6.0,3.0,Eskişehir,,1
955,69.0,605.6,5.0,4.0,Bursa,Premium,1
956,39.0,567.21,16.0,0.0,Eskişehir,Temel,1
957,43.0,380.82,27.0,3.0,İstanbul,Temel,1
958,50.0,291.37,54.0,2.0,İzmir,Temel,0
959,54.0,304.08,39.0,1.0,Ankara,Standart,0
960,18.0,355.48,12.0,1.0,Antalya,Standart,0
961,38.0,419.84,33.0,3.0,İstanbul,Premium,0
962,24.0,339.26,31.0,2.0,Bursa,Standart,0
963,,398.58,54.0,3.0,Antalya,Temel,0
964,49.0,279.46,29.0,2.0,Bursa,Temel,1
965,61.0,421.36,55.0,3.0,İzmir,Temel,0
966,48.0,,3.0,0.0,Antalya,,0
967,58.0,,40.0,1.0,Eskişehir,Temel,1
968,22.0,429.72,2.0,2.0,Eskişehir,Premium,1
969,63.0,,44.0,1.0,İstanbul,,0
970,5.0,649.38,8.0,2.0,İzmir,Standart,0
971,68.0,251.8,31.0,3.0,İstanbul,Standart,1
972,54.0,892.5,59.0,3.0,Antalya,Premium,0
973,69.0,563.94,17.0,3.0,Adana,Temel,1
974,27.0,552.75,27.0,1.0,İzmir,Temel,0
975,33.0,584.46,19.0,2.0,Ankara,Premium,0
